Age,Education,Race,Sex,Hours Per Week,Salary
32, Prof-school, White, Male,40, <=50K
23, Assoc-acdm, White, Female,40, <=50K
21, Some-college, White, Male,40, <=50K
36, HS-grad, Asian-Pac-Islander, Female,2, <=50K
62, 7th-8th, White, Male,40, <=50K
24, HS-grad, White, Male,40, <=50K
45, Some-college, White, Male,50, >50K
27, 11th, White, Male,40, <=50K
38, Prof-school, White, Male,90, >50K
20, Some-college, White, Female,5, <=50K
30, Some-college, White, Male,30, <=50K
17, 10th, White, Male,20, <=50K
17, 11th, Black, Male,8, <=50K
21, Assoc-voc, White, Male,40, <=50K
56, HS-grad, White, Male,40, <=50K
59, Masters, White, Female,60, >50K
37, Some-college, White, Female,40, <=50K
52, Some-college, White, Female,40, <=50K
50, Some-college, White, Male,40, >50K
55, Bachelors, White, Male,60, >50K
55, Bachelors, White, Male,40, >50K
45, HS-grad, White, Female,40, <=50K
72, Some-college, White, Male,20, <=50K
39, Some-college, White, Female,40, <=50K
28, 12th, White, Female,40, <=50K
38, Bachelors, White, Male,40, <=50K
44, Some-college, White, Male,55, <=50K
51, HS-grad, White, Male,40, <=50K
20, Some-college, White, Male,36, <=50K
25, Some-college, White, Female,45, <=50K
52, Some-college, White, Female,20, >50K
45, HS-grad, White, Female,40, <=50K
17, 11th, White, Female,12, <=50K
20, HS-grad, Asian-Pac-Islander, Female,15, <=50K
64, Masters, White, Male,25, <=50K
34, HS-grad, White, Male,40, <=50K
74, Some-college, White, Male,4, <=50K
58, 11th, Black, Female,40, >50K
44, Masters, White, Male,40, >50K
23, Assoc-acdm, White, Female,25, <=50K
23, HS-grad, White, Male,50, <=50K
27, Assoc-voc, White, Female,36, <=50K
34, Bachelors, White, Male,45, >50K
18, HS-grad, White, Female,24, <=50K
33, 11th, Black, Female,17, <=50K
50, Some-college, White, Male,48, <=50K
47, HS-grad, White, Male,50, <=50K
50, Prof-school, White, Male,55, >50K
18, 11th, White, Female,15, <=50K
49, Prof-school, White, Female,60, >50K
34, Some-college, White, Male,50, <=50K
51, Masters, White, Male,45, >50K
56, Some-college, White, Male,40, >50K
64, HS-grad, White, Female,8, <=50K
23, Some-college, White, Female,50, <=50K
33, Some-college, White, Male,40, <=50K
43, Masters, White, Male,45, <=50K
60, HS-grad, White, Male,40, >50K
57, 12th, White, Female,40, <=50K
22, Bachelors, White, Male,45, <=50K
23, Bachelors, White, Male,40, <=50K
54, Some-college, White, Male,50, >50K
39, HS-grad, Black, Male,52, >50K
32, Masters, White, Male,40, <=50K
20, Some-college, White, Male,15, <=50K
30, Some-college, White, Male,52, <=50K
56, HS-grad, White, Male,45, <=50K
34, HS-grad, White, Male,40, <=50K
32, HS-grad, White, Male,40, <=50K
59, Masters, White, Male,50, >50K
19, Some-college, White, Male,11, <=50K
60, 9th, White, Female,40, <=50K
29, HS-grad, White, Male,42, <=50K
24, Some-college, White, Male,60, <=50K
41, Masters, White, Male,35, <=50K
23, 7th-8th, Other, Female,30, <=50K
32, HS-grad, White, Male,50, >50K
51, HS-grad, White, Male,40, <=50K
18, HS-grad, White, Male,10, <=50K
28, Some-college, White, Female,40, <=50K
33, Some-college, White, Female,40, >50K
38, HS-grad, Black, Female,30, <=50K
29, Bachelors, White, Male,50, <=50K
25, HS-grad, White, Male,45, <=50K
31, Prof-school, White, Male,55, <=50K
34, Bachelors, White, Female,25, <=50K
34, HS-grad, White, Male,45, >50K
66, HS-grad, White, Male,40, >50K
41, 5th-6th, White, Male,40, <=50K
62, 7th-8th, White, Male,20, <=50K
58, HS-grad, Black, Male,40, <=50K
40, HS-grad, White, Female,40, <=50K
24, Bachelors, Asian-Pac-Islander, Female,40, <=50K
47, HS-grad, White, Male,40, >50K
19, HS-grad, Black, Male,25, <=50K
32, Some-college, White, Male,45, <=50K
51, Some-college, White, Female,40, <=50K
25, 9th, White, Male,45, <=50K
60, Masters, White, Male,40, <=50K
22, Some-college, White, Male,40, <=50K
29, Bachelors, White, Female,50, >50K
20, HS-grad, White, Male,40, <=50K
42, 7th-8th, White, Male,40, <=50K
18, HS-grad, White, Male,20, <=50K
23, 10th, Asian-Pac-Islander, Female,40, <=50K
28, Bachelors, White, Male,40, >50K
55, Bachelors, White, Female,40, >50K
40, HS-grad, Black, Male,40, <=50K
52, Some-college, White, Male,50, <=50K
37, HS-grad, White, Male,40, >50K
21, Some-college, White, Female,22, <=50K
35, Assoc-voc, White, Male,60, <=50K
45, Some-college, White, Male,48, <=50K
39, HS-grad, Black, Female,40, <=50K
54, HS-grad, White, Male,44, <=50K
42, 7th-8th, White, Female,40, <=50K
26, Some-college, White, Female,20, <=50K
59, Assoc-acdm, White, Male,40, <=50K
42, HS-grad, White, Female,40, >50K
22, Some-college, Black, Female,20, <=50K
33, Bachelors, White, Female,40, <=50K
39, Some-college, White, Male,40, >50K
18, 11th, White, Male,70, <=50K
46, Some-college, Black, Male,60, >50K
24, Bachelors, White, Male,40, <=50K
28, Assoc-voc, White, Female,30, <=50K
21, HS-grad, White, Female,43, <=50K
22, 11th, White, Male,30, <=50K
61, 5th-6th, Asian-Pac-Islander, Male,40, >50K
56, Some-college, Asian-Pac-Islander, Male,40, <=50K
21, Some-college, White, Female,20, <=50K
17, 10th, White, Male,26, <=50K
29, Some-college, White, Male,40, >50K
28, HS-grad, White, Male,40, >50K
62, HS-grad, White, Female,38, <=50K
39, HS-grad, Black, Male,40, <=50K
30, HS-grad, White, Male,40, <=50K
20, 11th, White, Male,40, <=50K
18, 11th, White, Male,12, <=50K
54, HS-grad, White, Male,40, <=50K
49, Some-college, White, Male,40, >50K
33, Doctorate, Asian-Pac-Islander, Male,50, <=50K
50, Bachelors, White, Male,40, >50K
57, HS-grad, White, Male,78, <=50K
50, HS-grad, White, Female,40, <=50K
45, Bachelors, White, Male,40, >50K
41, Some-college, White, Male,40, >50K
23, HS-grad, White, Male,48, <=50K
23, Bachelors, White, Female,40, <=50K
47, HS-grad, White, Female,40, <=50K
39, Bachelors, Asian-Pac-Islander, Male,50, <=50K
29, Assoc-voc, White, Male,48, >50K
46, HS-grad, Black, Male,40, <=50K
18, 5th-6th, White, Male,40, <=50K
68, 7th-8th, White, Male,40, <=50K
62, Assoc-voc, White, Male,40, >50K
43, Assoc-acdm, White, Male,40, <=50K
35, HS-grad, White, Male,40, <=50K
21, HS-grad, White, Female,40, <=50K
21, Some-college, White, Male,40, <=50K
41, Assoc-voc, White, Female,45, <=50K
61, HS-grad, White, Male,40, <=50K
24, HS-grad, White, Male,50, <=50K
21, HS-grad, Black, Male,40, <=50K
36, 5th-6th, White, Male,40, <=50K
37, Assoc-voc, White, Female,40, <=50K
69, 12th, White, Male,60, >50K
49, Some-college, White, Female,50, <=50K
55, HS-grad, White, Male,53, >50K
21, HS-grad, White, Male,40, <=50K
18, 10th, White, Male,40, <=50K
26, HS-grad, Black, Male,40, <=50K
20, Some-college, White, Female,18, <=50K
46, HS-grad, White, Male,55, <=50K
23, 10th, White, Male,40, <=50K
48, HS-grad, White, Male,40, >50K
36, HS-grad, White, Male,48, >50K
42, Masters, White, Male,40, <=50K
41, Masters, White, Male,38, >50K
45, Assoc-acdm, White, Female,40, <=50K
52, HS-grad, White, Male,40, <=50K
22, Bachelors, Black, Female,18, <=50K
20, Some-college, White, Female,40, <=50K
27, HS-grad, White, Male,43, <=50K
36, HS-grad, White, Male,40, <=50K
34, HS-grad, Amer-Indian-Eskimo, Male,52, <=50K
38, Masters, White, Male,50, >50K
20, Some-college, White, Female,40, <=50K
47, HS-grad, White, Female,45, <=50K
21, HS-grad, White, Male,50, <=50K
33, HS-grad, White, Male,40, <=50K
31, Assoc-acdm, White, Male,40, <=50K
61, 12th, White, Male,40, <=50K
46, 10th, Black, Male,45, <=50K
55, Masters, Black, Male,40, >50K
19, Some-college, White, Male,40, <=50K
39, HS-grad, White, Male,40, >50K
61, HS-grad, White, Male,40, <=50K
28, Some-college, White, Male,40, <=50K
28, 10th, White, Male,40, <=50K
61, HS-grad, White, Male,38, >50K
61, HS-grad, White, Male,37, <=50K
54, Some-college, White, Male,40, <=50K
50, Some-college, White, Male,70, <=50K
37, Masters, White, Female,45, >50K
17, 11th, White, Female,30, <=50K
56, HS-grad, White, Female,4, <=50K
31, Bachelors, White, Female,50, >50K
32, Bachelors, White, Female,55, >50K
28, 11th, White, Female,40, <=50K
34, Assoc-voc, White, Male,40, <=50K
33, 10th, White, Female,25, <=50K
42, Assoc-voc, White, Female,35, <=50K
64, Assoc-voc, White, Male,48, <=50K
29, Some-college, White, Male,20, <=50K
41, 5th-6th, White, Male,32, <=50K
45, Some-college, White, Male,40, <=50K
48, Masters, White, Male,45, >50K
44, Some-college, White, Female,38, <=50K
34, Some-college, White, Male,40, <=50K
40, HS-grad, White, Male,45, <=50K
45, HS-grad, White, Male,40, <=50K
23, Some-college, White, Female,20, <=50K
51, Bachelors, White, Male,55, >50K
24, HS-grad, White, Male,50, <=50K
57, Bachelors, White, Male,40, >50K
23, Some-college, White, Female,40, <=50K
34, Some-college, White, Male,40, >50K
36, HS-grad, White, Male,40, <=50K
56, Prof-school, White, Male,32, >50K
42, HS-grad, White, Female,40, <=50K
45, Bachelors, White, Male,60, <=50K
38, Bachelors, White, Male,70, >50K
29, Assoc-voc, White, Male,40, >50K
54, Bachelors, White, Male,40, <=50K
40, HS-grad, White, Male,40, >50K
29, HS-grad, White, Male,40, <=50K
35, Bachelors, White, Male,40, <=50K
47, HS-grad, White, Female,37, <=50K
51, Assoc-voc, White, Female,43, <=50K
28, HS-grad, White, Male,40, <=50K
58, HS-grad, White, Male,45, >50K
24, HS-grad, White, Female,25, <=50K
46, HS-grad, White, Male,40, <=50K
57, 10th, Black, Male,48, <=50K
22, HS-grad, White, Male,20, <=50K
28, Bachelors, Black, Male,30, <=50K
17, 10th, White, Male,25, <=50K
23, HS-grad, White, Male,60, <=50K
19, HS-grad, White, Male,40, <=50K
66, HS-grad, Black, Female,35, <=50K
38, Some-college, White, Male,55, <=50K
39, Some-college, Black, Female,40, <=50K
39, 12th, White, Male,40, <=50K
47, HS-grad, White, Male,40, >50K
39, HS-grad, White, Male,60, <=50K
22, Some-college, White, Male,40, <=50K
36, HS-grad, Black, Male,30, <=50K
32, Some-college, Asian-Pac-Islander, Male,40, <=50K
29, HS-grad, White, Male,40, <=50K
43, Bachelors, White, Male,40, <=50K
51, HS-grad, White, Male,40, <=50K
42, 5th-6th, White, Male,60, <=50K
32, 12th, White, Female,40, <=50K
34, Some-college, White, Male,40, <=50K
51, Assoc-voc, White, Male,57, <=50K
38, Bachelors, White, Male,44, <=50K
21, HS-grad, Black, Male,20, <=50K
33, Bachelors, White, Female,15, <=50K
34, HS-grad, White, Male,40, <=50K
32, HS-grad, White, Male,40, <=50K
38, Assoc-voc, White, Male,15, <=50K
27, HS-grad, Black, Male,60, >50K
35, Some-college, White, Male,50, >50K
29, Bachelors, White, Male,50, <=50K
40, HS-grad, White, Male,40, <=50K
46, 7th-8th, Black, Male,30, <=50K
37, HS-grad, Black, Female,30, <=50K
38, HS-grad, White, Male,25, <=50K
37, Some-college, Black, Male,60, >50K
44, Bachelors, White, Male,45, >50K
25, Masters, White, Male,30, <=50K
38, HS-grad, White, Male,42, <=50K
34, Assoc-acdm, White, Female,10, <=50K
50, HS-grad, White, Male,60, >50K
46, Some-college, White, Male,50, >50K
20, 5th-6th, White, Male,30, <=50K
47, Assoc-voc, White, Male,38, >50K
46, Doctorate, White, Male,60, >50K
34, Assoc-acdm, White, Male,40, <=50K
61, HS-grad, White, Male,40, <=50K
55, Some-college, Black, Female,37, <=50K
36, HS-grad, White, Male,35, <=50K
28, Some-college, White, Female,40, >50K
22, HS-grad, White, Male,40, <=50K
34, Some-college, Black, Female,35, <=50K
33, Some-college, Black, Male,40, <=50K
27, HS-grad, White, Female,32, <=50K
43, Masters, White, Male,12, <=50K
55, 10th, White, Male,40, >50K
39, 10th, White, Female,15, <=50K
20, Some-college, White, Male,33, <=50K
38, HS-grad, Black, Male,40, <=50K
30, Some-college, White, Male,40, <=50K
21, 11th, White, Male,42, <=50K
60, HS-grad, White, Male,30, <=50K
43, Some-college, White, Male,40, <=50K
36, HS-grad, White, Male,45, >50K
23, Some-college, White, Female,48, <=50K
57, Some-college, Black, Male,40, >50K
25, HS-grad, Black, Male,40, <=50K
38, HS-grad, Black, Female,32, <=50K
22, HS-grad, White, Male,35, <=50K
23, 5th-6th, White, Male,40, <=50K
61, HS-grad, White, Female,44, <=50K
28, Some-college, White, Male,46, <=50K
17, 11th, White, Female,10, <=50K
21, Some-college, White, Female,25, <=50K
49, Masters, White, Male,40, <=50K
37, 12th, White, Male,35, <=50K
23, Some-college, White, Female,40, <=50K
38, Some-college, White, Male,50, <=50K
34, Bachelors, White, Female,46, >50K
21, HS-grad, White, Female,40, <=50K
27, Some-college, Black, Male,40, >50K
57, HS-grad, White, Male,84, >50K
22, HS-grad, Black, Male,25, <=50K
20, Some-college, Other, Female,35, <=50K
49, Some-college, White, Female,65, >50K
38, HS-grad, White, Male,40, <=50K
40, Bachelors, White, Male,40, <=50K
44, HS-grad, Black, Male,40, <=50K
37, Some-college, White, Female,20, <=50K
57, Masters, White, Male,30, <=50K
56, 7th-8th, White, Female,30, <=50K
41, Assoc-acdm, White, Male,80, <=50K
50, HS-grad, Asian-Pac-Islander, Male,60, <=50K
33, 9th, White, Male,50, <=50K
29, Masters, White, Male,20, <=50K
28, Bachelors, White, Male,40, >50K
35, 10th, White, Male,50, <=50K
36, HS-grad, White, Male,40, <=50K
45, Doctorate, Black, Female,35, >50K
30, Assoc-acdm, White, Male,40, <=50K
35, HS-grad, White, Male,60, <=50K
27, Assoc-voc, White, Male,40, <=50K
22, HS-grad, White, Male,40, <=50K
24, Some-college, White, Male,30, <=50K
47, Bachelors, White, Male,50, >50K
47, Some-college, White, Male,40, >50K
18, 11th, White, Female,15, <=50K
18, Some-college, White, Male,30, <=50K
31, HS-grad, White, Male,47, >50K
43, Masters, White, Female,30, <=50K
45, HS-grad, Other, Male,40, <=50K
39, HS-grad, White, Male,40, <=50K
30, Bachelors, White, Male,50, <=50K
22, Some-college, White, Female,35, <=50K
30, HS-grad, White, Male,85, <=50K
36, Doctorate, White, Male,60, >50K
20, Assoc-acdm, White, Male,30, <=50K
61, 1st-4th, White, Male,20, <=50K
27, HS-grad, White, Male,45, <=50K
59, Some-college, White, Male,60, >50K
60, HS-grad, White, Male,40, <=50K
43, Bachelors, White, Female,40, <=50K
35, HS-grad, White, Male,60, <=50K
40, Bachelors, White, Male,50, >50K
20, 11th, White, Male,35, <=50K
47, Masters, White, Male,40, <=50K
40, Assoc-acdm, White, Male,50, <=50K
20, HS-grad, White, Male,40, <=50K
75, Some-college, White, Male,13, <=50K
25, Some-college, White, Female,40, <=50K
47, Assoc-voc, White, Male,40, >50K
29, Assoc-acdm, White, Female,40, >50K
34, HS-grad, White, Male,45, <=50K
45, Bachelors, White, Female,40, <=50K
23, Some-college, White, Male,50, <=50K
46, Assoc-acdm, White, Female,40, <=50K
41, Some-college, Black, Female,38, <=50K
29, Bachelors, White, Male,40, >50K
17, 11th, Amer-Indian-Eskimo, Male,20, <=50K
39, 9th, White, Male,40, <=50K
37, HS-grad, Black, Female,40, <=50K
34, HS-grad, Black, Male,40, <=50K
20, HS-grad, White, Male,40, <=50K
18, HS-grad, Asian-Pac-Islander, Female,38, <=50K
52, Assoc-voc, White, Male,40, >50K
42, Assoc-acdm, Amer-Indian-Eskimo, Female,40, <=50K
22, 5th-6th, White, Male,35, <=50K
66, Some-college, White, Female,55, <=50K
35, HS-grad, White, Male,65, <=50K
40, Assoc-acdm, White, Male,40, >50K
21, HS-grad, Amer-Indian-Eskimo, Female,38, <=50K
51, HS-grad, White, Male,52, <=50K
34, 10th, White, Male,40, <=50K
24, HS-grad, White, Male,40, <=50K
43, Bachelors, White, Female,40, <=50K
34, Bachelors, White, Female,40, >50K
42, Masters, White, Female,40, <=50K
41, Assoc-voc, White, Male,30, <=50K
21, HS-grad, White, Female,40, <=50K
64, 7th-8th, White, Male,10, <=50K
24, HS-grad, White, Female,40, <=50K
23, Some-college, White, Male,10, <=50K
29, HS-grad, White, Male,50, <=50K
44, HS-grad, White, Female,60, <=50K
28, Bachelors, White, Male,55, <=50K
33, HS-grad, White, Male,50, >50K
35, Some-college, White, Male,40, <=50K
41, 10th, White, Female,40, <=50K
42, Bachelors, Black, Male,40, >50K
51, Some-college, White, Male,99, >50K
32, 11th, Black, Female,40, <=50K
37, HS-grad, White, Male,40, <=50K
18, 11th, White, Female,25, <=50K
24, Assoc-voc, White, Female,35, <=50K
29, Some-college, White, Female,40, <=50K
45, Some-college, White, Male,40, <=50K
52, Bachelors, White, Male,45, >50K
35, HS-grad, White, Female,40, <=50K
46, Bachelors, White, Female,50, <=50K
63, HS-grad, White, Male,50, >50K
32, Bachelors, White, Female,35, >50K
24, HS-grad, White, Female,15, <=50K
72, Some-college, White, Male,32, <=50K
35, Some-college, White, Male,10, <=50K
29, Bachelors, White, Female,40, <=50K
35, Bachelors, White, Male,50, >50K
70, 10th, White, Male,32, <=50K
65, Bachelors, White, Male,48, >50K
36, HS-grad, White, Female,30, <=50K
53, HS-grad, Black, Male,30, >50K
49, HS-grad, White, Male,40, <=50K
60, Prof-school, White, Male,40, >50K
18, 11th, White, Male,40, <=50K
21, Some-college, White, Male,35, <=50K
42, 10th, Black, Male,40, <=50K
25, Masters, White, Female,37, <=50K
32, HS-grad, White, Male,40, <=50K
25, HS-grad, White, Male,60, <=50K
47, Bachelors, White, Male,40, >50K
30, Assoc-voc, White, Female,40, <=50K
21, Assoc-acdm, White, Female,40, <=50K
38, Bachelors, White, Male,60, <=50K
34, HS-grad, White, Male,55, <=50K
37, Assoc-acdm, White, Female,30, <=50K
56, HS-grad, White, Female,40, >50K
52, Assoc-voc, White, Male,40, <=50K
23, Bachelors, White, Male,40, <=50K
29, HS-grad, White, Male,42, <=50K
45, HS-grad, White, Male,40, >50K
23, Bachelors, White, Female,40, <=50K
45, Masters, White, Male,65, >50K
30, Bachelors, White, Male,42, <=50K
45, Bachelors, White, Male,50, <=50K
26, HS-grad, White, Male,40, <=50K
23, Some-college, White, Male,40, <=50K
24, Some-college, White, Female,40, <=50K
43, Masters, White, Male,40, >50K
42, HS-grad, White, Male,40, <=50K
72, Some-college, White, Female,25, <=50K
21, Some-college, White, Female,40, <=50K
57, Bachelors, White, Male,60, >50K
24, Bachelors, White, Male,45, <=50K
27, HS-grad, White, Male,40, <=50K
54, HS-grad, White, Male,40, <=50K
42, HS-grad, White, Male,60, >50K
17, 9th, Black, Male,40, <=50K
48, Bachelors, White, Male,55, >50K
39, Bachelors, White, Female,40, <=50K
41, Bachelors, White, Male,70, >50K
50, 7th-8th, White, Female,35, <=50K
57, HS-grad, White, Male,45, <=50K
44, Doctorate, White, Male,36, >50K
20, HS-grad, White, Female,28, <=50K
49, HS-grad, White, Male,40, <=50K
44, Assoc-acdm, Black, Female,50, <=50K
42, Assoc-voc, White, Male,44, <=50K
18, Some-college, White, Male,16, <=50K
18, 12th, White, Male,18, <=50K
51, HS-grad, Black, Female,40, <=50K
28, Bachelors, White, Female,40, <=50K
39, Assoc-acdm, White, Female,45, >50K
25, HS-grad, White, Male,52, <=50K
41, Prof-school, White, Male,50, >50K
39, Some-college, White, Male,40, >50K
42, 11th, White, Female,30, <=50K
33, HS-grad, White, Female,40, <=50K
63, 10th, White, Male,40, <=50K
47, Some-college, White, Female,45, >50K
27, Bachelors, White, Male,68, <=50K
39, Masters, White, Male,45, >50K
20, Some-college, White, Male,40, <=50K
49, HS-grad, White, Female,40, <=50K
70, HS-grad, White, Male,28, <=50K
46, HS-grad, White, Male,35, <=50K
47, HS-grad, White, Male,30, >50K
35, 9th, White, Male,40, <=50K
24, HS-grad, White, Male,40, <=50K
22, Some-college, White, Male,40, <=50K
43, Bachelors, White, Female,35, <=50K
60, Masters, White, Male,40, >50K
53, 11th, White, Male,48, >50K
47, Some-college, White, Female,40, <=50K
34, Some-college, White, Male,40, <=50K
37, Assoc-voc, White, Male,40, <=50K
35, HS-grad, White, Male,30, <=50K
23, Some-college, White, Female,40, <=50K
27, HS-grad, White, Female,15, <=50K
29, HS-grad, White, Male,50, <=50K
23, Some-college, White, Male,40, <=50K
35, HS-grad, White, Female,35, <=50K
18, HS-grad, White, Female,12, <=50K
27, Bachelors, White, Female,40, <=50K
56, Some-college, White, Female,20, <=50K
40, HS-grad, White, Female,70, <=50K
31, Bachelors, White, Male,65, <=50K
18, Some-college, White, Male,40, <=50K
25, Assoc-acdm, White, Female,40, <=50K
36, Some-college, Black, Female,40, <=50K
38, 10th, White, Male,40, <=50K
52, HS-grad, White, Male,40, <=50K
23, HS-grad, White, Male,35, <=50K
48, Some-college, White, Male,30, >50K
34, HS-grad, Black, Female,35, <=50K
46, HS-grad, White, Male,40, >50K
26, HS-grad, White, Male,40, <=50K
47, HS-grad, White, Male,40, <=50K
21, Some-college, White, Female,3, <=50K
65, Bachelors, White, Male,40, <=50K
31, HS-grad, Black, Male,40, <=50K
38, HS-grad, White, Female,40, >50K
68, HS-grad, White, Male,40, <=50K
26, Bachelors, Asian-Pac-Islander, Female,40, <=50K
42, HS-grad, White, Male,40, <=50K
49, HS-grad, White, Male,40, >50K
42, Bachelors, Asian-Pac-Islander, Female,40, >50K
39, Masters, White, Male,65, >50K
31, 9th, White, Male,40, <=50K
28, Bachelors, White, Male,20, <=50K
36, Bachelors, White, Female,50, <=50K
42, Some-college, White, Female,40, >50K
62, HS-grad, White, Male,40, <=50K
21, HS-grad, White, Male,24, <=50K
21, Some-college, Other, Female,20, <=50K
60, HS-grad, White, Male,40, <=50K
22, Some-college, White, Female,25, <=50K
30, 10th, White, Male,40, <=50K
64, HS-grad, White, Female,40, <=50K
28, Bachelors, White, Female,28, >50K
41, Assoc-acdm, White, Male,40, >50K
25, HS-grad, White, Male,40, <=50K
27, HS-grad, White, Male,40, <=50K
40, Assoc-acdm, White, Male,44, <=50K
58, Some-college, White, Male,40, >50K
31, Prof-school, White, Female,99, <=50K
50, HS-grad, White, Female,40, <=50K
27, HS-grad, White, Male,40, <=50K
31, HS-grad, Amer-Indian-Eskimo, Male,40, <=50K
50, Bachelors, White, Male,40, <=50K
45, HS-grad, Black, Male,40, >50K
33, 12th, Black, Male,40, <=50K
62, Some-college, White, Male,40, <=50K
38, HS-grad, White, Male,40, <=50K
19, Some-college, White, Female,35, <=50K
30, 11th, Black, Female,30, <=50K
38, Some-college, White, Female,25, <=50K
42, HS-grad, White, Male,99, >50K
49, Some-college, White, Male,25, <=50K
53, Masters, White, Male,50, >50K
45, Some-college, White, Male,40, >50K
24, Some-college, Black, Female,40, <=50K
29, Assoc-voc, White, Female,35, <=50K
24, Some-college, White, Female,30, <=50K
38, Bachelors, White, Male,40, >50K
25, Assoc-voc, White, Male,55, <=50K
51, 10th, Amer-Indian-Eskimo, Male,40, <=50K
17, 11th, White, Female,20, <=50K
19, Some-college, White, Female,8, <=50K
38, Some-college, White, Male,52, >50K
60, HS-grad, White, Female,40, <=50K
29, HS-grad, White, Male,40, <=50K
66, Some-college, Black, Female,40, <=50K
28, 10th, Amer-Indian-Eskimo, Female,40, <=50K
36, HS-grad, White, Male,45, >50K
57, HS-grad, Other, Male,5, <=50K
24, Assoc-acdm, White, Male,40, <=50K
43, Assoc-acdm, White, Female,38, <=50K
29, Prof-school, White, Male,55, >50K
67, Prof-school, White, Male,25, >50K
20, HS-grad, White, Male,40, <=50K
21, Some-college, Asian-Pac-Islander, Male,20, <=50K
20, 10th, White, Male,40, <=50K
42, Assoc-acdm, White, Male,60, >50K
20, Some-college, White, Female,10, <=50K
19, HS-grad, White, Male,35, <=50K
34, HS-grad, White, Male,45, <=50K
40, Bachelors, White, Female,45, <=50K
33, Some-college, Black, Female,25, <=50K
36, Some-college, White, Female,37, <=50K
43, Assoc-acdm, White, Male,70, >50K
41, HS-grad, Black, Female,40, <=50K
34, HS-grad, White, Male,40, >50K
33, Assoc-acdm, Other, Male,40, >50K
47, HS-grad, White, Male,40, <=50K
41, 1st-4th, White, Male,50, <=50K
40, HS-grad, White, Male,40, >50K
28, Bachelors, Black, Male,40, <=50K
62, HS-grad, White, Male,90, >50K
29, HS-grad, White, Female,50, <=50K
46, Some-college, White, Female,40, <=50K
28, HS-grad, White, Male,60, <=50K
57, HS-grad, White, Female,40, <=50K
22, Some-college, White, Female,40, <=50K
28, Assoc-acdm, White, Female,40, <=50K
24, Bachelors, White, Female,45, <=50K
54, Bachelors, White, Male,50, >50K
22, 11th, White, Male,40, <=50K
36, Bachelors, Black, Female,40, <=50K
50, Some-college, White, Female,40, <=50K
18, 11th, White, Male,24, <=50K
52, Assoc-acdm, White, Male,40, >50K
41, 7th-8th, White, Male,40, <=50K
21, HS-grad, White, Female,20, <=50K
36, Bachelors, White, Female,40, <=50K
34, Bachelors, White, Female,55, >50K
21, Assoc-voc, White, Male,40, <=50K
46, HS-grad, White, Male,40, <=50K
57, Some-college, White, Male,40, <=50K
61, Masters, White, Female,25, <=50K
22, Some-college, White, Male,25, <=50K
33, 11th, White, Male,53, <=50K
36, Prof-school, White, Female,50, >50K
43, Masters, White, Female,40, <=50K
25, Assoc-acdm, Asian-Pac-Islander, Female,37, >50K
17, 10th, White, Male,30, <=50K
45, Assoc-voc, White, Male,38, >50K
30, Prof-school, White, Male,80, <=50K
40, Masters, White, Male,35, <=50K
31, Masters, White, Male,45, <=50K
42, Bachelors, White, Male,40, >50K
53, HS-grad, White, Male,40, >50K
37, 1st-4th, White, Male,40, <=50K
37, HS-grad, White, Female,20, <=50K
54, Some-college, White, Female,40, >50K
36, HS-grad, White, Female,30, <=50K
46, Some-college, White, Female,40, <=50K
46, Bachelors, White, Male,48, <=50K
32, 9th, White, Male,50, <=50K
17, 11th, White, Male,40, <=50K
42, Bachelors, Black, Male,40, <=50K
37, HS-grad, White, Male,40, <=50K
29, HS-grad, White, Male,48, <=50K
54, Bachelors, White, Male,40, >50K
38, 12th, White, Male,48, <=50K
46, HS-grad, White, Male,40, <=50K
24, HS-grad, White, Male,40, <=50K
57, 1st-4th, White, Male,40, <=50K
59, 1st-4th, White, Male,40, <=50K
33, Bachelors, White, Male,40, >50K
35, HS-grad, Black, Female,40, <=50K
53, HS-grad, White, Male,40, <=50K
26, HS-grad, White, Male,40, <=50K
55, Masters, White, Male,50, <=50K
46, HS-grad, Black, Female,45, <=50K
44, Bachelors, Amer-Indian-Eskimo, Male,38, >50K
30, Assoc-voc, White, Male,60, <=50K
24, Some-college, White, Male,24, <=50K
32, 10th, Black, Female,37, <=50K
35, Bachelors, White, Female,40, <=50K
67, Masters, White, Male,30, >50K
56, Bachelors, White, Male,20, >50K
26, Masters, Asian-Pac-Islander, Male,20, <=50K
46, Assoc-acdm, White, Female,40, <=50K
52, HS-grad, White, Male,48, >50K
38, Some-college, White, Male,40, <=50K
31, HS-grad, Black, Male,50, <=50K
53, HS-grad, White, Male,30, <=50K
27, HS-grad, Black, Male,40, <=50K
39, Bachelors, White, Female,40, <=50K
22, HS-grad, White, Male,40, <=50K
37, Some-college, White, Male,35, >50K
20, HS-grad, White, Male,30, <=50K
60, HS-grad, White, Male,40, <=50K
51, Assoc-voc, Black, Female,48, <=50K
57, Prof-school, White, Female,50, >50K
59, Some-college, White, Male,40, >50K
37, HS-grad, White, Male,40, <=50K
35, HS-grad, White, Female,40, <=50K
43, Some-college, White, Male,72, >50K
17, 12th, White, Male,35, <=50K
45, Bachelors, White, Male,50, >50K
18, HS-grad, White, Female,40, <=50K
52, 12th, White, Female,40, <=50K
18, Some-college, White, Male,9, <=50K
20, Some-college, Black, Male,40, <=50K
34, HS-grad, White, Male,40, <=50K
